"UNITID","XGRCOHRT","GRCOHRT","XUGENTER","UGENTERN","XPGRCOHR","PGRCOHRT","XRRFTCT","RRFTCT","XRRFTEX","RRFTEX","XRRFTIN","RRFTIN","XRRFTCTA","RRFTCTA","XRET_NMF","RET_NMF","XRET_PCF","RET_PCF","XRRPTCT","RRPTCT","XRRPTEX","RRPTEX","XRRPTIN","RRPTIN","XRRPTCTA","RRPTCTA","XRET_NMP","RET_NMP","XRET_PCP","RET_PCP","XSTUFACR","STUFACR"
193654,"R",1303,"R",1708,"R",76,"R",1424,"R",0,"R",0,"R",1424,"R",1207,"R",85,"R",38,"R",1,"R",0,"R",37,"R",31,"R",84,"R",9
193751,"R",39,"R",71,"R",55,"Z",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",35
193900,"R",5645,"R",7000,"R",81,"R",5772,"R",47,"Z",0,"R",5725,"R",5483,"R",96,"R",11,"R",0,"Z",0,"R",11,"R",7,"R",64,"R",8
193973,"R",533,"R",683,"R",78,"R",578,"R",2,"R",0,"R",576,"R",463,"R",80,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",10
194091,"R",838,"R",1216,"R",69,"R",836,"R",0,"R",0,"R",836,"R",652,"R",78,"R",50,"Z",0,"Z",0,"R",50,"R",21,"R",42,"R",12
194116,"R",19,"R",127,"R",15,"R",6,"R",0,"R",0,"R",6,"R",6,"R",100,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",11
194189,"R",1,"R",2,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17
194310,"R",1829,"R",2645,"R",69,"R",1930,"R",0,"R",0,"R",1930,"R",1457,"R",75,"R",19,"R",0,"R",0,"R",19,"R",5,"R",26,"R",14
194392,"R",133,"R",460,"R",29,"R",129,"R",0,"R",0,"R",129,"R",97,"R",75,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12
194499,"R",206,"R",337,"R",61,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",28
194569,"R",9,"R",66,"R",14,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",9
194578,"R",1132,"R",1242,"R",91,"R",757,"R",16,"R",0,"R",741,"R",654,"R",88,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",9
194657,"R",44,"R",47,"R",94,"R",40,"R",0,"R",0,"R",40,"R",37,"R",93,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",19
194666,"R",94,"R",125,"R",75,"R",82,"R",0,"R",0,"R",82,"R",81,"R",99,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",23
194693,"R",22,"R",23,"R",96,"R",25,"R",0,"R",0,"R",25,"R",16,"R",64,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13
194718,"R",29,"R",29,"R",100,"R",31,"R",0,"R",0,"R",31,"R",27,"R",87,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",19
194736,"R",45,"R",46,"R",98,"R",45,"R",0,"R",0,"R",45,"R",41,"R",91,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18
194763,"R",124,"R",124,"R",100,"R",101,"R",0,"R",0,"R",101,"R",81,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",36
194824,"R",1314,"R",1414,"R",93,"R",1552,"R",0,"R",0,"R",1552,"R",1408,"R",91,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14
194958,"R",200,"R",461,"R",43,"R",189,"R",0,"R",0,"R",189,"R",158,"R",84,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",7
195003,"R",3040,"R",4050,"R",75,"R",2927,"R",0,"R",0,"R",2927,"R",2599,"R",89,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",13
195030,"R",1317,"R",1598,"R",82,"R",1543,"R",7,"R",0,"R",1536,"R",1393,"R",91,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
195128,"R",255,"R",469,"R",54,"R",190,"R",0,"R",0,"R",190,"R",148,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10
195164,"R",591,"R",685,"R",86,"R",574,"R",0,"R",0,"R",574,"R",493,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13
195173,"R",390,"R",493,"R",79,"R",505,"R",0,"R",0,"R",505,"R",327,"R",65,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",15
195216,"R",424,"R",460,"R",92,"R",545,"R",0,"R",0,"R",545,"R",495,"R",91,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
195243,"R",241,"R",1232,"R",20,"R",244,"R",0,"R",0,"R",244,"R",179,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",16
195304,"R",417,"R",512,"R",81,"R",411,"R",0,"R",0,"R",411,"R",359,"R",87,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
195438,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",4
195474,"R",758,"R",937,"R",81,"R",809,"R",0,"R",0,"R",809,"R",669,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12
195526,"R",665,"R",701,"R",95,"R",734,"R",0,"R",0,"R",734,"R",658,"R",90,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",8
195544,"R",513,"R",889,"R",58,"R",487,"R",0,"R",0,"R",487,"R",393,"R",81,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",12
195720,"R",680,"R",795,"R",86,"R",611,"R",0,"R",0,"R",611,"R",528,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
195809,"R",2345,"R",2637,"R",89,"R",2652,"R",0,"R",0,"R",2652,"R",2087,"R",79,"R",10,"R",0,"R",0,"R",10,"R",1,"R",10,"R",16
196006,"R",1114,"R",1394,"R",80,"R",443,"Z",0,"Z",0,"R",443,"R",290,"R",65,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",16
196015,"R",531,"R",898,"R",59,"R",236,"Z",0,"Z",0,"R",236,"R",164,"R",69,"R",4,"Z",0,"Z",0,"R",4,"R",2,"R",50,"R",18
196024,"R",942,"R",1258,"R",75,"R",216,"Z",0,"Z",0,"R",216,"R",123,"R",57,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",13
196033,"R",611,"R",758,"R",81,"R",342,"Z",0,"Z",0,"R",342,"R",235,"R",69,"R",4,"Z",0,"Z",0,"R",4,"R",1,"R",25,"R",15
196042,"R",1758,"R",3031,"R",58,"R",1150,"Z",0,"Z",0,"R",1150,"R",938,"R",82,"R",40,"Z",0,"Z",0,"R",40,"R",16,"R",40,"R",18
196051,"R",753,"R",975,"R",77,"R",247,"Z",0,"Z",0,"R",247,"R",142,"R",57,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"R",0,"R",14
196060,"R",2816,"R",4144,"R",68,"R",2832,"Z",0,"Z",0,"R",2832,"R",2363,"R",83,"R",4,"Z",0,"Z",0,"R",4,"R",3,"R",75,"R",16
196079,"R",3243,"R",4011,"R",81,"R",3088,"Z",0,"Z",0,"R",3088,"R",2760,"R",89,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",18
196088,"R",4239,"R",5736,"R",74,"R",4252,"R",0,"R",0,"R",4252,"R",3623,"R",85,"R",19,"R",0,"R",0,"R",19,"R",8,"R",42,"R",11
196097,"R",4040,"R",5525,"R",73,"R",3563,"R",0,"R",0,"R",3563,"R",3200,"R",90,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",19
196103,"R",413,"R",630,"R",66,"R",393,"R",0,"R",0,"R",393,"R",342,"R",87,"R",5,"Z",0,"Z",0,"R",5,"R",2,"R",40,"R",14
196112,"R",373,"R",738,"R",51,"R",389,"Z",0,"Z",0,"R",389,"R",269,"R",69,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13
196121,"R",1291,"R",2074,"R",62,"R",1268,"Z",0,"Z",0,"R",1268,"R",910,"R",72,"R",4,"Z",0,"Z",0,"R",4,"R",2,"R",50,"R",17
196130,"R",1214,"R",1718,"R",71,"R",1445,"Z",0,"Z",0,"R",1445,"R",834,"R",58,"R",11,"Z",0,"Z",0,"R",11,"R",4,"R",36,"R",14
196149,"R",1394,"R",1803,"R",77,"R",1216,"Z",0,"Z",0,"R",1216,"R",986,"R",81,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
196158,"R",689,"R",841,"R",82,"R",644,"Z",0,"Z",0,"R",644,"R",491,"R",76,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",11
196167,"R",966,"R",1153,"R",84,"R",977,"R",1,"R",0,"R",976,"R",849,"R",87,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",16
196176,"R",1131,"R",1782,"R",63,"R",1115,"Z",0,"Z",0,"R",1115,"R",948,"R",85,"R",4,"Z",0,"Z",0,"R",4,"R",2,"R",50,"R",16
196185,"R",1214,"R",1534,"R",79,"R",1319,"R",0,"R",0,"R",1319,"R",996,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",13
196194,"R",1256,"R",1822,"R",69,"R",1188,"Z",0,"Z",0,"R",1188,"R",837,"R",70,"R",3,"Z",0,"Z",0,"R",3,"Z",0,"R",0,"R",15
196200,"R",352,"R",514,"R",68,"R",430,"Z",0,"Z",0,"R",430,"R",334,"R",78,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",11
196219,"R",747,"R",1018,"R",73,"R",772,"Z",0,"Z",0,"R",772,"R",620,"R",80,"R",5,"Z",0,"Z",0,"R",5,"R",2,"R",40,"R",12
196237,"R",796,"R",1431,"R",56,"R",712,"Z",0,"Z",0,"R",712,"R",511,"R",72,"R",8,"Z",0,"Z",0,"R",8,"R",1,"R",13,"R",17
196246,"R",791,"R",1194,"R",66,"R",776,"Z",0,"Z",0,"R",776,"R",568,"R",73,"R",13,"Z",0,"Z",0,"R",13,"R",5,"R",38,"R",15
196255,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
196264,"R",122,"R",2333,"R",5,"R",70,"Z",0,"Z",0,"R",70,"R",46,"R",66,"R",26,"Z",0,"Z",0,"R",26,"R",8,"R",31,"R",17
196291,"R",378,"R",420,"R",90,"R",266,"Z",0,"Z",0,"R",266,"R",222,"R",83,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",15
196307,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
196413,"R",3824,"R",4595,"R",83,"R",3662,"R",3,"R",0,"R",3659,"R",3298,"R",90,"R",9,"R",0,"R",0,"R",9,"R",5,"R",56,"R",15
196431,"R",37,"R",331,"R",11,"R",36,"R",0,"R",0,"R",36,"R",29,"R",81,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
196440,"R",5,"R",6,"R",83,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7
196583,"R",9,"R",23,"R",39,"R",16,"R",0,"R",0,"R",16,"R",16,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",27
196592,"R",463,"R",1921,"R",24,"R",277,"Z",0,"R",108,"R",385,"R",342,"R",89,"R",44,"Z",0,"Z",0,"R",44,"R",32,"R",73,"R",10
196653,"R",61,"R",336,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",9
196680,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",188,"R",0,"R",0,"R",188,"R",172,"R",91,"R",21
196866,"R",500,"R",537,"R",93,"R",550,"R",0,"R",0,"R",550,"R",496,"R",90,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
197018,"R",633,"R",789,"R",80,"R",492,"R",0,"R",0,"R",492,"R",447,"R",91,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15
197027,"R",282,"R",284,"R",99,"R",251,"Z",0,"Z",0,"R",251,"R",212,"R",84,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13
197036,"R",1195,"R",1260,"R",95,"R",1210,"R",0,"R",0,"R",1210,"R",1145,"R",95,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6
197045,"R",429,"R",702,"R",61,"R",577,"R",0,"R",0,"R",577,"R",408,"R",71,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12
197133,"R",661,"R",669,"R",99,"R",686,"R",0,"R",0,"R",686,"R",651,"R",95,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7
197142,"R",191,"R",258,"R",74,"R",119,"R",0,"R",0,"R",119,"R",91,"R",76,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",10
197151,"R",601,"R",795,"R",76,"R",745,"R",1,"R",0,"R",744,"R",636,"R",85,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",9
197197,"R",454,"R",665,"R",68,"R",398,"R",0,"R",0,"R",398,"R",332,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
197221,"R",25,"R",27,"R",93,"R",27,"R",0,"R",0,"R",27,"R",25,"R",93,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
197285,"R",88,"R",195,"R",45,"R",29,"R",0,"R",0,"R",29,"R",23,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",19
197601,"R",45,"R",54,"R",83,"R",38,"R",0,"R",0,"R",38,"R",30,"R",79,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18
197647,"R",16,"R",35,"R",46,"R",24,"R",0,"R",0,"R",24,"R",18,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",8
197674,"R",67,"R",113,"R",59,"R",50,"R",0,"R",0,"R",50,"R",41,"R",82,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20
197692,"R",30,"R",30,"R",100,"R",29,"R",0,"R",0,"R",29,"R",25,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13
197708,"R",543,"R",631,"R",86,"R",569,"R",2,"Z",0,"R",567,"R",519,"R",92,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",7
197735,"R",363,"R",417,"R",87,"R",269,"R",0,"R",0,"R",269,"R",258,"R",96,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
197744,"R",6,"R",29,"R",21,"R",12,"R",0,"R",0,"R",12,"R",12,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",26
197869,"R",4023,"R",5708,"R",70,"R",4212,"R",1,"Z",0,"R",4211,"R",3524,"R",84,"R",15,"R",0,"Z",0,"R",15,"R",11,"R",73,"R",16
197911,"R",260,"R",412,"R",63,"R",281,"R",0,"R",0,"R",281,"R",184,"R",65,"R",0,"R",0,"R",0,"R",0,"Z",0,"A",NA,"R",14
197984,"R",390,"R",506,"R",77,"R",389,"R",0,"R",0,"R",389,"R",274,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12
197993,"R",32,"R",51,"R",63,"R",49,"R",0,"R",0,"R",49,"R",42,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7
198066,"R",293,"R",346,"R",85,"R",239,"Z",0,"Z",0,"R",239,"R",147,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12
198109,"R",8,"R",327,"R",2,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",11
198136,"R",598,"R",895,"R",67,"R",562,"R",0,"R",0,"R",562,"R",428,"R",76,"R",19,"R",0,"R",0,"R",19,"R",6,"R",32,"R",13
198215,"R",325,"R",456,"R",71,"R",304,"R",0,"R",0,"R",304,"R",235,"R",77,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",13
198303,"R",180,"R",247,"R",73,"R",161,"R",0,"R",0,"R",161,"R",114,"R",71,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15
198385,"R",520,"R",535,"R",97,"R",519,"R",0,"R",0,"R",519,"R",491,"R",95,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
198419,"R",1740,"R",1792,"R",97,"R",1741,"R",0,"R",0,"R",1741,"R",1705,"R",98,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",5
198464,"R",3962,"R",6253,"R",63,"R",3894,"R",0,"Z",0,"R",3894,"R",3221,"R",83,"R",47,"R",0,"Z",0,"R",47,"R",30,"R",64,"R",17
198507,"R",419,"R",806,"R",52,"R",346,"R",0,"Z",0,"R",346,"R",266,"R",77,"R",1,"R",0,"Z",0,"R",1,"R",1,"R",100,"R",19
198516,"R",1605,"R",1679,"R",96,"R",1676,"R",0,"R",0,"R",1676,"R",1505,"R",90,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",11
198543,"R",753,"R",1843,"R",41,"R",770,"R",1,"Z",0,"R",769,"R",579,"R",75,"R",37,"R",0,"Z",0,"R",37,"R",12,"R",32,"R",20
198561,"R",450,"R",689,"R",65,"R",403,"R",0,"R",0,"R",403,"R",223,"R",55,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12
198598,"R",197,"R",343,"R",57,"R",208,"R",0,"R",0,"R",208,"R",137,"R",66,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
198613,"R",340,"R",427,"R",80,"R",362,"Z",0,"Z",0,"R",362,"R",235,"R",65,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12
198677,"R",2,"R",8,"R",25,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",2
198695,"R",1528,"R",1626,"R",94,"R",1468,"R",0,"R",0,"R",1468,"R",1253,"R",85,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",21
198756,"R",389,"R",520,"R",75,"R",279,"R",0,"R",0,"R",279,"R",199,"R",71,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",12
198808,"R",223,"R",330,"R",68,"R",199,"R",0,"R",0,"R",199,"R",137,"R",69,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
198835,"R",337,"R",541,"R",62,"R",376,"R",0,"R",0,"R",376,"R",284,"R",76,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",15
198862,"R",342,"R",404,"R",85,"R",269,"R",0,"R",0,"R",269,"R",190,"R",71,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",14
198899,"R",341,"R",442,"R",77,"R",313,"Z",0,"Z",0,"R",313,"R",217,"R",69,"R",3,"Z",0,"Z",0,"R",3,"R",1,"R",33,"R",11
198950,"R",272,"R",333,"R",82,"R",325,"R",0,"R",0,"R",325,"R",258,"R",79,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
198969,"R",315,"R",475,"R",66,"R",341,"R",0,"R",0,"R",341,"R",222,"R",65,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",11
198978,"A",NA,"A",NA,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
199032,"R",213,"R",312,"R",68,"R",197,"R",0,"R",0,"R",197,"R",116,"R",59,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"R",11
199069,"R",261,"R",563,"R",46,"R",254,"R",0,"R",0,"R",254,"R",182,"R",72,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",17
199102,"R",2724,"R",3598,"R",76,"R",2723,"R",1,"R",0,"R",2722,"R",2110,"R",78,"R",32,"R",0,"R",0,"R",32,"R",18,"R",56,"R",20
199111,"R",722,"R",1081,"R",67,"R",627,"R",0,"Z",0,"R",627,"R",452,"R",72,"R",3,"R",0,"Z",0,"R",3,"R",2,"R",67,"R",13
199120,"R",4632,"R",5720,"R",81,"R",4688,"R",1,"Z",0,"R",4687,"R",4528,"R",97,"R",11,"R",0,"Z",0,"R",11,"R",11,"R",100,"R",15
199139,"R",4567,"R",7378,"R",62,"R",4421,"R",0,"Z",0,"R",4421,"R",3757,"R",85,"R",80,"R",0,"Z",0,"R",80,"R",51,"R",64,"R",21
199148,"R",2393,"R",4403,"R",54,"R",2580,"R",1,"Z",0,"R",2579,"R",2035,"R",79,"R",33,"R",0,"Z",0,"R",33,"R",8,"R",24,"R",18
199157,"R",1720,"R",2522,"R",68,"R",1455,"R",0,"Z",0,"R",1455,"R",1058,"R",73,"R",10,"R",0,"Z",0,"R",10,"R",3,"R",30,"R",16
199184,"R",239,"R",282,"R",85,"R",221,"R",0,"Z",0,"R",221,"R",205,"R",93,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6
199193,"R",5817,"R",8279,"R",70,"R",5538,"R",2,"Z",0,"R",5536,"R",5230,"R",94,"R",19,"R",0,"Z",0,"R",19,"R",18,"R",95,"R",15
199209,"R",257,"R",414,"R",62,"R",246,"R",0,"R",0,"R",246,"R",144,"R",59,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",13
199218,"R",2752,"R",4854,"R",57,"R",2694,"R",0,"Z",0,"R",2694,"R",2375,"R",88,"R",7,"R",0,"Z",0,"R",7,"R",6,"R",86,"R",17
199272,"R",168,"R",249,"R",67,"R",159,"R",0,"R",0,"R",159,"R",117,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",13
199281,"R",760,"R",1665,"R",46,"R",871,"R",0,"R",0,"R",871,"R",624,"R",72,"R",37,"R",0,"R",0,"R",37,"R",12,"R",32,"R",14
199306,"R",203,"R",283,"R",72,"R",195,"R",0,"R",0,"R",195,"R",141,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",11
199412,"R",257,"R",383,"R",67,"R",398,"R",1,"R",0,"R",397,"R",294,"R",74,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
199458,"R",32,"R",58,"R",55,"R",38,"R",0,"R",0,"R",38,"R",12,"R",32,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",9
199582,"R",22,"R",63,"R",35,"R",152,"R",0,"R",0,"R",152,"R",0,"R",0,"R",10,"R",0,"R",0,"R",10,"R",0,"R",0,"R",10
199607,"R",136,"R",193,"R",70,"R",154,"R",0,"R",0,"R",154,"R",104,"R",68,"R",2,"Z",0,"Z",0,"R",2,"R",1,"R",50,"R",9
199643,"R",238,"R",368,"R",65,"R",182,"R",0,"R",0,"R",182,"R",94,"R",52,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",14
199698,"R",165,"R",236,"R",70,"R",217,"R",0,"R",0,"R",217,"R",105,"R",48,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",16
199759,"R",87,"R",483,"R",18,"R",39,"Z",0,"Z",0,"R",39,"R",33,"R",85,"R",34,"Z",0,"Z",0,"R",34,"R",23,"R",68,"R",9
199847,"R",1464,"R",1517,"R",97,"R",1385,"R",0,"R",0,"R",1385,"R",1282,"R",93,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10
199865,"R",174,"R",245,"R",71,"R",196,"R",0,"R",0,"R",196,"R",139,"R",71,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12
199883,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
199962,"R",780,"R",961,"R",81,"R",708,"R",0,"R",0,"R",708,"R",499,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
199999,"R",929,"R",1328,"R",70,"R",879,"R",0,"Z",0,"R",879,"R",679,"R",77,"R",4,"R",0,"Z",0,"R",4,"R",0,"R",0,"R",15
200004,"R",2023,"R",3105,"R",65,"R",2082,"R",0,"Z",0,"R",2082,"R",1647,"R",79,"R",21,"R",0,"Z",0,"R",21,"R",13,"R",62,"R",16
200022,"R",818,"R",1898,"R",43,"R",703,"R",0,"R",0,"R",703,"R",540,"R",77,"R",77,"R",0,"R",0,"R",77,"R",32,"R",42,"R",13
200059,"R",244,"R",518,"R",47,"R",215,"R",0,"R",0,"R",215,"R",145,"R",67,"R",13,"R",0,"R",0,"R",13,"R",6,"R",46,"R",16
200086,"R",25,"R",71,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",6
200156,"R",310,"R",381,"R",81,"R",245,"R",0,"R",0,"R",245,"R",165,"R",67,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",13
200217,"R",550,"R",1007,"R",55,"R",559,"R",0,"R",0,"R",559,"R",467,"R",84,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",14
200226,"R",114,"R",456,"R",25,"R",88,"R",0,"R",0,"R",88,"R",71,"R",81,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",14
200253,"R",338,"R",924,"R",37,"R",355,"R",0,"R",0,"R",355,"R",236,"R",66,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",11
200280,"R",2161,"R",3857,"R",56,"R",1715,"R",0,"R",0,"R",1715,"R",1441,"R",84,"R",51,"R",0,"R",0,"R",51,"R",17,"R",33,"R",17
200332,"R",2174,"R",2984,"R",73,"R",2192,"R",0,"R",0,"R",2192,"R",1719,"R",78,"R",22,"R",0,"R",0,"R",22,"R",8,"R",36,"R",19
200466,"R",57,"R",89,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",8
200484,"R",24,"R",42,"R",57,"R",35,"R",0,"R",0,"R",35,"R",22,"R",63,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",9
200527,"R",101,"R",383,"R",26,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",10,"R",0,"R",0,"R",10,"R",6,"R",60,"R",14
200554,"R",107,"R",190,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12
200572,"R",164,"R",664,"R",25,"R",175,"R",0,"R",0,"R",175,"R",124,"R",71,"R",19,"R",0,"R",0,"R",19,"R",9,"R",47,"R",12
