UNITID,11_CTOTALT,13_CTOTALT,14_CTOTALT,23_CTOTALT,24_CTOTALT,26_CTOTALT,31_CTOTALT,42_CTOTALT,43_CTOTALT,44_CTOTALT,45_CTOTALT,50_CTOTALT,52_CTOTALT,99_CTOTALT,09_CTOTALT,51_CTOTALT,11_CTOTALM,13_CTOTALM,14_CTOTALM,23_CTOTALM,24_CTOTALM,26_CTOTALM,31_CTOTALM,42_CTOTALM,43_CTOTALM,44_CTOTALM,45_CTOTALM,50_CTOTALM,52_CTOTALM,99_CTOTALM,09_CTOTALM,51_CTOTALM,11_CASIAT,13_CASIAT,14_CASIAT,23_CASIAT,24_CASIAT,26_CASIAT,31_CASIAT,42_CASIAT,43_CASIAT,44_CASIAT,45_CASIAT,50_CASIAT,52_CASIAT,99_CASIAT,09_CASIAT,51_CASIAT,11_CWHITT,13_CWHITT,14_CWHITT,23_CWHITT,24_CWHITT,26_CWHITT,31_CWHITT,42_CWHITT,43_CWHITT,44_CWHITT,45_CWHITT,50_CWHITT,52_CWHITT,99_CWHITT,09_CWHITT,51_CWHITT,11_CNRALT,13_CNRALT,14_CNRALT,23_CNRALT,24_CNRALT,26_CNRALT,31_CNRALT,42_CNRALT,43_CNRALT,44_CNRALT,45_CNRALT,50_CNRALT,52_CNRALT,99_CNRALT,09_CNRALT,51_CNRALT,11_BLACKHISRACES,13_BLACKHISRACES,14_BLACKHISRACES,23_BLACKHISRACES,24_BLACKHISRACES,26_BLACKHISRACES,31_BLACKHISRACES,42_BLACKHISRACES,43_BLACKHISRACES,44_BLACKHISRACES,45_BLACKHISRACES,50_BLACKHISRACES,52_BLACKHISRACES,99_BLACKHISRACES,09_BLACKHISRACES,51_BLACKHISRACES,11_OTHERRACES,13_OTHERRACES,14_OTHERRACES,23_OTHERRACES,24_OTHERRACES,26_OTHERRACES,31_OTHERRACES,42_OTHERRACES,43_OTHERRACES,44_OTHERRACES,45_OTHERRACES,50_OTHERRACES,52_OTHERRACES,99_OTHERRACES,09_OTHERRACES,51_OTHERRACES
154493,11,72,1,0,2,6,10,72,2,56,54,15,203,590,5,63,9,17,0,0,1,4,8,16,1,17,16,6,93,218,1,14,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,1,7,66,0,0,2,5,9,35,2,35,27,11,138,402,4,44,0,0,1,0,0,1,0,20,0,0,0,2,4,28,0,0,3,4,0,0,0,0,1,12,0,18,22,2,42,121,0,17,0,0,0,0,0,0,0,2,0,2,2,0,5,13,0,1
154518,NA,17,NA,2,0,5,15,62,187,NA,NA,4,126,588,10,20,NA,5,NA,2,0,1,15,16,158,NA,NA,2,76,386,2,4,NA,0,NA,0,0,0,1,1,5,NA,NA,0,4,12,0,1,NA,16,NA,2,0,3,7,24,103,NA,NA,4,62,307,7,8,NA,0,NA,0,0,1,0,1,1,NA,NA,0,4,7,0,0,NA,1,NA,0,0,1,6,17,20,NA,NA,0,19,86,1,4,NA,0,NA,0,0,0,0,18,54,NA,NA,0,33,163,2,6
154527,11,41,13,2,0,37,17,18,NA,10,20,8,56,279,16,11,9,10,12,2,0,11,10,4,NA,2,9,1,42,126,7,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,6,39,11,2,0,31,16,14,NA,7,12,8,45,234,16,10,3,0,1,0,0,3,0,2,NA,1,4,0,1,17,0,0,2,1,1,0,0,3,1,2,NA,1,2,0,8,21,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0
154590,5,78,5,3,NA,16,37,23,NA,7,17,11,55,298,0,23,5,17,3,1,NA,8,20,8,NA,1,10,3,37,131,0,4,0,1,0,0,NA,0,0,0,NA,0,0,0,0,1,0,0,2,61,5,1,NA,9,13,15,NA,5,9,9,33,187,0,12,1,0,0,0,NA,2,7,1,NA,0,2,1,4,20,0,1,1,7,0,1,NA,4,11,6,NA,2,4,1,13,62,0,8,1,8,0,0,NA,0,3,0,NA,0,1,0,3,17,0,1
154688,3,7,NA,1,NA,9,28,15,NA,NA,7,2,73,235,7,64,3,1,NA,0,NA,2,17,4,NA,NA,1,0,42,87,4,6,0,0,NA,0,NA,0,0,0,NA,NA,0,0,2,4,0,2,2,6,NA,1,NA,6,17,8,NA,NA,6,2,49,157,3,46,1,0,NA,0,NA,0,0,0,NA,NA,0,0,1,2,0,0,0,0,NA,0,NA,1,5,4,NA,NA,1,0,13,43,3,10,0,1,NA,0,NA,2,5,0,NA,NA,0,0,7,20,1,4
154712,10,40,35,16,5,25,31,26,NA,NA,29,26,87,475,19,35,9,2,32,7,3,13,15,3,NA,NA,17,8,57,223,5,4,0,0,0,0,1,0,0,0,NA,NA,0,0,1,5,0,1,8,37,28,14,2,21,25,19,NA,NA,18,21,69,374,16,28,0,0,0,0,0,0,0,0,NA,NA,1,0,0,1,0,0,1,2,5,2,1,4,5,5,NA,NA,6,0,11,64,2,4,1,1,2,0,1,0,1,2,NA,NA,4,4,6,30,1,2
155025,25,178,NA,10,38,30,13,33,13,NA,19,24,133,635,23,79,21,31,NA,2,16,9,10,11,5,NA,5,4,73,225,6,23,0,2,NA,0,0,0,0,0,0,NA,1,0,2,6,0,1,17,145,NA,7,21,22,5,22,6,NA,8,16,91,454,17,65,1,2,NA,0,1,1,2,1,1,NA,3,5,10,31,2,2,3,9,NA,0,7,2,5,2,4,NA,4,2,13,60,3,4,1,5,NA,0,1,2,1,2,0,NA,0,1,4,20,0,2
155061,150,288,5,96,137,49,NA,101,43,41,182,35,740,2276,11,206,119,86,5,10,36,22,NA,18,18,3,60,14,291,822,4,21,8,2,0,2,2,0,NA,4,0,1,2,0,18,41,0,1,91,238,5,8,108,44,NA,70,27,26,31,24,161,1166,8,165,3,1,0,0,0,0,NA,1,0,0,3,0,5,14,0,0,15,34,0,0,18,4,NA,16,8,11,8,6,27,186,1,17,30,8,0,86,7,0,NA,10,7,2,137,4,528,851,2,21
155089,7,16,3,2,27,24,19,13,13,NA,1,13,57,218,1,13,4,6,3,1,13,8,9,3,4,NA,0,6,30,94,0,5,0,0,0,0,0,0,0,0,0,NA,0,0,2,2,0,0,6,11,1,1,13,19,6,9,3,NA,1,9,30,120,1,6,0,0,0,0,2,0,1,0,1,NA,0,1,1,6,0,0,1,4,1,1,11,1,9,2,5,NA,0,2,15,61,0,5,0,0,1,0,0,1,1,1,0,NA,0,0,2,8,0,2
155317,173,124,392,66,102,208,223,313,0,71,171,189,776,4011,250,386,146,32,273,18,56,75,120,67,0,12,76,74,471,1793,81,72,30,0,21,4,4,40,13,23,0,4,2,9,45,257,2,27,92,97,275,48,53,117,164,224,0,43,121,143,587,2822,191,275,20,2,34,0,7,8,4,11,0,0,10,6,26,156,7,5,21,19,37,10,27,25,31,33,0,18,27,22,69,515,35,56,1,1,2,1,3,0,2,4,0,1,1,1,6,34,3,2
155335,0,52,NA,1,0,25,NA,7,9,1,0,3,49,216,3,37,0,9,NA,0,0,9,NA,2,3,0,0,3,38,87,2,3,0,0,NA,0,0,3,NA,0,1,0,0,0,1,7,0,2,0,29,NA,1,0,11,NA,4,5,1,0,2,23,122,2,21,0,0,NA,0,0,3,NA,0,1,0,0,0,11,19,0,2,0,21,NA,0,0,6,NA,3,1,0,0,1,10,55,0,11,0,0,NA,0,0,0,NA,0,0,0,0,0,1,3,0,1
155399,101,292,373,20,4,278,23,82,NA,39,128,46,703,3269,76,128,91,64,306,4,2,103,13,17,NA,7,62,17,417,1550,27,14,5,5,10,0,1,3,1,1,NA,0,0,0,11,57,0,1,73,248,313,16,1,225,20,69,NA,28,86,34,587,2675,57,110,2,0,7,1,0,5,0,2,NA,1,7,0,13,65,2,2,14,24,25,2,2,31,1,6,NA,8,27,5,58,312,12,10,1,4,4,0,0,5,1,1,NA,0,1,2,9,47,2,3
155414,2,4,0,0,0,6,22,8,13,6,1,6,35,141,6,22,2,0,0,0,0,3,17,1,6,1,0,3,26,69,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,11,4,7,5,1,1,19,76,1,11,0,0,0,0,0,0,1,1,0,0,0,1,1,4,0,0,1,1,0,0,0,1,10,3,4,1,0,2,11,48,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
155520,7,20,NA,3,0,5,33,14,2,1,2,9,42,292,0,131,5,3,NA,1,0,2,21,7,1,0,0,1,20,96,0,22,1,0,NA,0,0,0,0,0,0,0,0,0,0,8,0,6,3,16,NA,3,0,4,21,9,1,1,1,7,27,191,0,80,0,0,NA,0,0,0,4,2,0,0,0,0,3,13,0,4,1,2,NA,0,0,0,4,2,1,0,1,1,9,57,0,34,2,1,NA,0,0,1,1,0,0,0,0,1,2,13,0,3
155681,27,105,NA,5,49,50,48,67,24,19,17,24,261,1051,28,106,23,35,NA,0,25,11,21,12,9,3,9,5,170,474,7,16,1,0,NA,0,0,1,0,0,1,0,0,0,1,7,0,1,18,88,NA,3,36,38,31,54,17,13,12,17,204,825,22,88,4,4,NA,0,1,0,2,0,0,0,1,0,4,20,1,1,2,2,NA,2,7,5,9,8,2,5,2,3,32,111,2,10,1,3,NA,0,1,0,1,0,0,0,0,1,4,17,0,3
155812,7,3,NA,3,0,18,30,12,NA,2,12,4,23,188,5,53,7,1,NA,0,0,7,17,0,NA,0,3,1,12,70,4,8,0,0,NA,0,0,0,0,0,NA,0,0,0,0,5,0,4,1,3,NA,2,0,15,16,9,NA,1,5,3,11,106,2,31,0,0,NA,0,0,1,1,2,NA,0,0,0,1,6,0,1,4,0,NA,0,0,2,9,1,NA,1,7,0,9,56,2,14,2,0,NA,0,0,0,1,0,NA,0,0,0,1,5,0,0
155900,47,20,NA,0,4,4,21,15,21,NA,NA,1,123,296,5,26,42,6,NA,0,2,2,19,4,18,NA,NA,1,94,203,3,8,0,0,NA,0,0,0,0,0,1,NA,NA,0,3,4,0,0,20,8,NA,0,3,2,3,3,6,NA,NA,0,56,123,3,12,1,1,NA,0,0,0,0,0,0,NA,NA,0,0,3,0,1,12,4,NA,0,1,2,11,9,8,NA,NA,1,29,86,1,7,12,7,NA,0,0,0,6,3,6,NA,NA,0,34,76,1,6
156082,15,33,NA,8,NA,29,29,32,53,43,30,16,89,693,43,188,13,6,NA,0,NA,9,20,6,22,8,7,8,55,244,20,26,0,0,NA,0,NA,1,0,0,1,1,0,1,3,13,0,4,10,25,NA,6,NA,22,23,19,34,29,27,8,62,509,29,155,3,0,NA,0,NA,1,2,2,2,0,0,3,8,28,3,1,2,5,NA,2,NA,3,2,5,14,9,1,1,11,91,7,20,0,1,NA,0,NA,0,1,2,1,1,1,3,1,22,1,3
156125,108,300,236,23,81,130,39,95,96,45,40,138,410,2205,41,342,90,43,176,9,31,45,34,16,32,2,18,62,220,882,16,38,24,4,21,0,2,17,0,5,4,1,2,11,23,167,4,39,51,233,131,16,50,76,30,60,51,24,25,93,245,1357,23,203,12,0,34,0,0,3,3,1,0,1,1,2,12,77,0,4,14,38,32,6,22,21,4,21,30,18,5,24,83,407,9,65,2,11,6,0,2,4,1,2,3,0,3,3,20,73,2,9
156213,0,23,1,16,0,15,15,12,NA,12,10,16,64,290,34,4,0,4,0,4,0,7,8,2,NA,3,5,4,35,111,12,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,2,0,0,0,22,0,16,0,10,14,9,NA,10,6,15,39,235,25,4,0,0,0,0,0,2,0,1,NA,0,2,0,3,8,0,0,0,1,1,0,0,1,0,2,NA,2,1,1,18,35,6,0,0,0,0,0,0,0,1,0,NA,0,0,0,3,6,2,0
156286,4,20,14,11,22,43,41,63,11,NA,12,15,99,582,37,155,2,1,11,4,11,14,20,12,3,NA,6,8,71,216,17,24,1,1,2,0,0,3,1,2,0,NA,0,1,3,17,0,3,3,17,9,8,14,32,34,49,6,NA,10,10,82,442,33,110,0,0,0,0,0,0,1,2,0,NA,0,0,6,12,0,3,0,2,2,2,6,3,4,6,2,NA,1,1,5,72,2,31,0,0,0,1,0,1,0,0,0,NA,0,0,1,7,1,2
156295,31,15,NA,6,NA,20,13,12,NA,NA,24,29,29,281,7,19,18,6,NA,1,NA,10,5,5,NA,NA,8,9,18,110,4,1,4,0,NA,0,NA,1,0,1,NA,NA,2,1,2,11,0,0,10,10,NA,4,NA,12,5,5,NA,NA,11,22,9,143,3,8,10,0,NA,0,NA,0,0,0,NA,NA,1,1,2,18,0,2,6,4,NA,1,NA,7,7,4,NA,NA,8,5,14,89,3,7,0,0,NA,0,NA,0,0,0,NA,NA,0,0,1,2,0,0
156365,9,50,NA,1,35,8,37,25,28,56,9,12,116,473,6,26,9,8,NA,0,21,3,26,6,13,7,5,5,57,184,3,2,0,0,NA,0,0,0,0,0,0,1,0,0,0,2,0,0,3,44,NA,1,26,7,18,17,20,33,8,9,75,326,4,24,5,0,NA,0,2,0,6,1,0,2,0,0,19,39,1,0,1,4,NA,0,4,1,13,6,7,14,0,3,14,78,1,2,0,2,NA,0,2,0,0,1,1,6,0,0,6,22,0,0
156408,10,NA,NA,10,2,43,NA,49,NA,NA,83,8,NA,299,NA,NA,4,NA,NA,4,0,16,NA,13,NA,NA,53,3,NA,149,NA,NA,0,NA,NA,0,0,5,NA,3,NA,NA,1,0,NA,14,NA,NA,9,NA,NA,6,2,30,NA,39,NA,NA,65,6,NA,225,NA,NA,0,NA,NA,0,0,1,NA,0,NA,NA,0,0,NA,5,NA,NA,0,NA,NA,4,0,5,NA,6,NA,NA,14,1,NA,44,NA,NA,0,NA,NA,0,0,1,NA,0,NA,NA,0,0,NA,4,NA,NA
156471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1207,NA,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,NA,283
156541,60,143,1,10,266,36,131,144,49,82,3,2,247,1381,18,144,52,16,1,2,41,15,90,19,30,9,0,0,114,436,6,21,1,0,0,0,0,0,0,2,0,0,0,0,2,6,0,1,25,69,0,9,216,23,56,80,26,49,0,0,129,825,8,104,5,0,1,0,1,0,11,3,0,0,1,0,12,36,2,0,3,1,0,0,12,2,17,5,3,6,0,0,6,57,1,1,26,73,0,1,37,11,47,53,20,27,2,2,97,455,7,38
156620,20,107,NA,26,155,62,108,245,253,58,43,52,329,2199,55,288,19,19,NA,6,60,17,70,39,123,3,16,18,188,840,13,48,1,2,NA,0,0,2,2,1,4,3,1,3,6,41,1,9,16,99,NA,25,121,46,72,201,197,42,34,42,270,1790,45,238,0,0,NA,0,2,0,2,2,3,0,0,0,8,26,1,5,0,4,NA,0,24,5,21,26,36,7,6,5,28,212,3,19,0,0,NA,0,1,4,4,3,1,1,0,0,1,29,0,5
156745,0,14,NA,5,NA,36,15,25,NA,NA,13,7,64,240,24,22,0,0,NA,1,NA,9,11,5,NA,NA,6,1,42,103,12,10,0,0,NA,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,13,NA,5,NA,34,10,22,NA,NA,10,5,47,192,17,17,0,0,NA,0,NA,0,1,0,NA,NA,0,2,3,6,0,0,0,1,NA,0,NA,1,4,2,NA,NA,2,0,10,28,4,2,0,0,NA,0,NA,0,0,0,NA,NA,1,0,0,3,0,1
157058,16,9,0,6,25,13,22,40,20,17,11,5,48,291,16,20,11,1,0,2,14,3,11,3,9,3,4,2,29,114,8,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,4,1,1,1,3,1,2,1,4,28,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,11,8,0,4,20,9,18,34,16,16,8,4,42,239,15,13,1,0,0,0,1,0,1,3,0,0,1,0,0,7,0,0
157085,201,386,455,56,73,293,NA,283,NA,71,173,196,1109,5055,416,672,158,125,348,14,26,108,NA,49,NA,11,85,57,643,2107,150,77,19,10,16,0,1,32,NA,11,NA,2,6,6,45,190,2,17,127,316,364,44,51,203,NA,196,NA,50,133,153,884,3898,316,545,5,4,21,0,0,5,NA,3,NA,0,2,3,26,87,2,4,29,34,37,8,17,29,NA,55,NA,18,19,19,106,603,69,73,12,9,7,3,2,11,NA,3,NA,0,3,7,25,113,12,8
157216,NA,25,NA,3,13,12,6,30,15,110,2,10,60,348,21,19,NA,8,NA,2,9,5,3,11,6,12,1,5,42,135,15,2,NA,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,24,NA,3,6,9,2,22,11,100,1,8,41,275,12,16,NA,1,NA,0,2,1,1,2,0,0,0,0,3,11,1,0,NA,0,NA,0,2,1,1,2,2,4,1,1,9,29,4,1,NA,0,NA,0,2,1,1,4,2,5,0,0,7,28,4,1
157289,83,214,330,25,47,172,196,205,131,52,153,96,435,2770,95,401,65,69,246,9,11,64,115,44,49,4,81,29,234,1164,40,50,9,2,28,1,2,25,2,12,2,1,4,5,19,150,0,29,57,164,238,20,31,110,139,122,86,39,108,78,310,1908,64,250,2,0,11,0,0,3,4,1,1,0,0,1,13,42,0,4,12,32,37,3,9,22,40,43,35,10,33,6,73,495,25,92,0,3,0,0,0,2,0,1,1,0,1,1,1,10,0,0
157377,0,29,NA,1,NA,8,28,23,12,NA,NA,0,61,226,12,24,0,9,NA,1,NA,3,24,1,2,NA,NA,0,33,86,4,2,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,26,NA,1,NA,6,19,16,11,NA,NA,0,47,172,8,14,0,0,NA,0,NA,0,1,0,0,NA,NA,0,3,6,0,2,0,1,NA,0,NA,1,6,6,1,NA,NA,0,8,35,3,5,0,1,NA,0,NA,0,1,0,0,NA,NA,0,1,4,0,1
157386,17,80,21,19,126,53,40,36,NA,46,47,43,138,940,24,78,16,9,18,3,49,28,22,9,NA,12,19,18,78,394,10,8,1,1,0,0,0,1,0,0,NA,0,0,0,1,5,1,0,15,74,20,17,114,49,29,33,NA,42,39,39,120,841,18,75,0,0,0,0,0,1,0,1,NA,0,1,0,1,10,0,0,1,2,1,2,7,1,4,0,NA,2,5,1,8,40,2,1,0,2,0,0,0,0,1,1,NA,1,1,0,4,12,0,0
157401,64,149,31,29,111,70,0,60,17,52,26,60,262,1561,55,182,56,24,25,2,45,24,0,8,7,3,15,27,91,549,19,21,0,0,1,1,0,0,0,2,0,0,1,2,1,14,1,2,55,129,26,21,86,59,0,43,13,38,18,51,132,1216,41,154,1,0,1,0,1,2,0,3,0,0,2,0,104,117,0,1,4,5,1,2,22,3,0,5,4,11,2,6,13,111,8,13,3,11,1,4,0,3,0,4,0,1,0,0,8,66,3,8
157447,143,123,0,32,56,135,NA,128,43,40,56,101,444,1931,128,378,125,9,0,4,17,38,NA,21,18,5,28,35,244,699,51,36,7,0,0,1,0,4,NA,1,0,0,1,2,12,36,1,4,111,113,0,26,39,105,NA,102,38,36,50,85,364,1584,107,310,12,0,0,0,1,3,NA,0,0,0,1,1,13,43,4,0,8,6,0,2,13,19,NA,19,5,3,3,8,34,187,13,44,2,2,0,1,0,1,NA,1,0,1,0,1,8,30,2,10
157535,4,24,NA,2,NA,40,3,28,17,7,0,6,42,219,18,19,3,9,NA,0,NA,9,2,9,11,1,0,5,29,96,10,3,0,0,NA,0,NA,1,0,0,0,0,0,0,1,3,0,1,3,23,NA,2,NA,39,2,19,13,5,0,3,27,170,10,17,0,0,NA,0,NA,0,0,0,0,0,0,0,8,10,1,0,0,1,NA,0,NA,0,1,7,4,1,0,3,6,29,6,0,0,0,NA,0,NA,0,0,2,0,0,0,0,0,2,0,0
157748,NA,4,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,21,100,12,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,13,48,3,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,4,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,18,91,12,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,6,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
157757,NA,8,NA,4,0,3,NA,19,4,11,0,6,26,163,4,73,NA,3,NA,2,0,2,NA,2,1,1,0,1,15,42,4,9,NA,0,NA,0,0,0,NA,0,0,0,0,0,1,1,0,0,NA,5,NA,3,0,3,NA,14,2,3,0,5,11,107,1,58,NA,0,NA,0,0,0,NA,0,0,0,0,0,2,2,0,0,NA,3,NA,1,0,0,NA,4,2,8,0,0,11,46,3,13,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,1,0,1
157793,18,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,87,109,NA,0,16,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,38,55,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,13,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,60,75,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,NA,0,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,14,18,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,3,5,NA,0
157809,7,23,NA,4,26,14,22,22,11,NA,5,13,75,281,9,27,7,4,NA,0,18,4,15,6,5,NA,5,4,50,135,3,3,0,0,NA,0,0,1,0,0,0,NA,0,0,0,1,0,0,6,19,NA,3,20,12,18,19,11,NA,3,10,60,227,7,23,0,0,NA,0,2,1,0,1,0,NA,0,1,3,9,0,1,1,0,NA,0,3,0,2,1,0,NA,1,0,7,22,1,0,0,2,NA,0,0,0,1,0,0,NA,0,1,2,10,0,3
157818,9,7,NA,3,3,30,23,19,NA,NA,19,13,49,207,4,NA,6,1,NA,1,1,7,6,3,NA,NA,4,7,33,84,3,NA,0,0,NA,0,0,3,2,0,NA,NA,1,0,1,11,0,NA,4,7,NA,2,1,23,18,17,NA,NA,12,11,40,161,4,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,1,0,NA,4,0,NA,1,2,2,2,1,NA,NA,5,2,4,24,0,NA,0,0,NA,0,0,1,0,1,NA,NA,0,0,0,2,0,NA
157863,NA,12,NA,3,21,7,40,8,6,0,3,0,40,188,4,40,NA,6,NA,2,7,5,23,2,4,0,1,0,28,95,2,12,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12,NA,1,15,7,23,6,6,0,1,0,22,132,2,34,NA,0,NA,0,1,0,4,2,0,0,0,0,10,21,1,2,NA,0,NA,1,5,0,12,0,0,0,0,0,7,28,1,2,NA,0,NA,0,0,0,0,0,0,0,1,0,1,3,0,1
157951,79,186,95,36,137,113,127,165,NA,89,192,140,550,2735,140,360,72,22,84,9,62,44,63,25,NA,9,62,49,295,1027,45,36,7,1,5,1,0,13,3,6,NA,0,4,4,14,83,3,10,60,172,78,32,102,83,88,127,NA,68,136,112,461,2189,118,293,1,0,5,0,2,1,2,0,NA,0,4,0,6,30,2,6,4,8,4,3,26,10,23,23,NA,19,31,18,53,310,11,39,2,0,0,0,1,1,3,0,NA,0,5,0,2,19,1,0
158802,6,NA,NA,3,NA,18,NA,14,19,5,13,30,29,182,9,28,4,NA,NA,1,NA,3,NA,1,3,1,0,11,9,42,3,2,0,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,1,1,0,0,6,NA,NA,3,NA,17,NA,11,19,5,12,29,26,171,9,26,0,NA,NA,0,NA,1,NA,3,0,0,1,1,0,8,0,2
159009,36,41,NA,3,42,76,22,34,87,32,14,18,102,624,26,13,19,14,NA,0,14,9,10,3,37,3,2,11,41,202,13,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,0,0,1,0,2,1,0,1,0,0,7,0,0,5,1,NA,0,2,3,0,2,2,0,0,0,7,33,2,4,29,36,NA,3,38,71,22,27,81,32,12,17,92,562,23,9,0,1,NA,0,1,0,0,0,0,0,0,1,0,3,0,0
159373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,NA,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3
159382,15,10,NA,30,90,22,14,109,36,NA,NA,NA,160,710,15,143,13,0,NA,6,25,5,6,13,12,NA,NA,NA,51,181,6,15,0,0,NA,0,2,0,0,1,0,NA,NA,NA,2,13,1,4,9,10,NA,25,58,11,11,66,23,NA,NA,NA,104,445,12,79,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2,0,NA,2,17,6,1,24,8,NA,NA,NA,29,130,1,28,4,0,NA,1,12,5,2,18,5,NA,NA,NA,23,116,1,31
159391,155,483,526,79,9,448,206,283,NA,28,415,245,1154,5349,332,72,129,117,383,23,3,138,146,48,NA,2,162,83,713,2364,67,1,25,20,45,0,0,56,2,15,NA,0,9,9,47,273,7,0,81,358,372,61,6,288,125,176,NA,19,241,158,889,3692,224,57,7,1,8,1,0,5,3,2,NA,0,8,4,13,73,6,0,33,88,82,11,1,81,66,75,NA,5,138,63,171,1101,81,15,5,3,7,1,0,8,2,3,NA,1,4,2,18,67,1,0
159416,23,13,NA,1,62,33,NA,50,15,NA,2,13,181,425,5,12,19,2,NA,0,20,16,NA,10,3,NA,0,2,77,167,2,6,0,0,NA,0,1,1,NA,2,0,NA,0,0,3,8,0,0,12,9,NA,1,31,16,NA,33,5,NA,1,7,113,246,4,6,1,0,NA,0,0,3,NA,0,2,NA,0,1,4,13,0,2,7,2,NA,0,20,5,NA,11,6,NA,1,4,48,110,0,3,1,1,NA,0,7,4,NA,3,1,NA,0,0,9,28,0,0
159647,68,39,220,13,NA,104,19,57,NA,NA,42,32,321,1521,30,151,60,6,169,4,NA,45,11,11,NA,NA,26,13,209,829,11,32,0,1,5,0,NA,0,0,0,NA,NA,0,0,6,16,0,3,47,38,170,11,NA,80,11,41,NA,NA,29,21,246,1164,21,122,2,0,6,0,NA,0,0,2,NA,NA,0,0,4,23,0,2,11,0,24,1,NA,14,5,9,NA,NA,11,6,42,199,8,14,4,0,9,1,NA,7,2,3,NA,NA,1,3,13,75,0,8
159656,23,6,NA,23,0,48,NA,77,NA,NA,87,133,89,624,51,30,14,4,NA,6,0,12,NA,7,NA,NA,16,55,45,193,10,4,2,0,NA,0,0,2,NA,2,NA,NA,2,2,3,18,1,1,8,4,NA,13,0,23,NA,43,NA,NA,39,63,39,296,23,14,1,0,NA,0,0,1,NA,0,NA,NA,0,5,12,22,2,1,10,2,NA,9,0,21,NA,27,NA,NA,39,53,27,240,20,12,1,0,NA,0,0,0,NA,1,NA,NA,1,7,3,14,0,0
