UNITID,11_CTOTALT,13_CTOTALT,14_CTOTALT,23_CTOTALT,24_CTOTALT,26_CTOTALT,31_CTOTALT,42_CTOTALT,43_CTOTALT,44_CTOTALT,45_CTOTALT,50_CTOTALT,52_CTOTALT,99_CTOTALT,09_CTOTALT,51_CTOTALT,11_CTOTALM,13_CTOTALM,14_CTOTALM,23_CTOTALM,24_CTOTALM,26_CTOTALM,31_CTOTALM,42_CTOTALM,43_CTOTALM,44_CTOTALM,45_CTOTALM,50_CTOTALM,52_CTOTALM,99_CTOTALM,09_CTOTALM,51_CTOTALM,11_CASIAT,13_CASIAT,14_CASIAT,23_CASIAT,24_CASIAT,26_CASIAT,31_CASIAT,42_CASIAT,43_CASIAT,44_CASIAT,45_CASIAT,50_CASIAT,52_CASIAT,99_CASIAT,09_CASIAT,51_CASIAT,11_CWHITT,13_CWHITT,14_CWHITT,23_CWHITT,24_CWHITT,26_CWHITT,31_CWHITT,42_CWHITT,43_CWHITT,44_CWHITT,45_CWHITT,50_CWHITT,52_CWHITT,99_CWHITT,09_CWHITT,51_CWHITT,11_CNRALT,13_CNRALT,14_CNRALT,23_CNRALT,24_CNRALT,26_CNRALT,31_CNRALT,42_CNRALT,43_CNRALT,44_CNRALT,45_CNRALT,50_CNRALT,52_CNRALT,99_CNRALT,09_CNRALT,51_CNRALT,11_BLACKHISRACES,13_BLACKHISRACES,14_BLACKHISRACES,23_BLACKHISRACES,24_BLACKHISRACES,26_BLACKHISRACES,31_BLACKHISRACES,42_BLACKHISRACES,43_BLACKHISRACES,44_BLACKHISRACES,45_BLACKHISRACES,50_BLACKHISRACES,52_BLACKHISRACES,99_BLACKHISRACES,09_BLACKHISRACES,51_BLACKHISRACES,11_OTHERRACES,13_OTHERRACES,14_OTHERRACES,23_OTHERRACES,24_OTHERRACES,26_OTHERRACES,31_OTHERRACES,42_OTHERRACES,43_OTHERRACES,44_OTHERRACES,45_OTHERRACES,50_OTHERRACES,52_OTHERRACES,99_OTHERRACES,09_OTHERRACES,51_OTHERRACES
223232,26,122,110,34,7,369,112,156,NA,22,253,155,970,3706,261,727,21,20,79,3,3,146,53,37,NA,1,104,53,525,1401,108,85,4,5,9,1,0,78,8,16,NA,0,23,5,53,333,14,93,14,94,70,25,6,164,62,87,NA,16,126,101,688,2258,176,398,2,1,4,0,0,10,1,6,NA,0,8,6,36,122,13,9,4,15,18,6,1,91,33,38,NA,5,75,35,137,753,44,179,0,2,2,0,0,4,2,2,NA,0,3,1,11,45,2,11
223506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,99,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,40,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,37,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,50,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,1
224004,12,1,NA,5,27,7,13,14,NA,NA,14,4,69,391,7,206,10,1,NA,1,9,3,5,3,NA,NA,3,2,33,104,4,25,3,0,NA,0,0,2,2,0,NA,NA,0,0,0,25,0,18,4,1,NA,2,17,4,4,5,NA,NA,4,3,19,151,3,82,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,5,0,NA,3,7,0,7,8,NA,NA,9,1,43,175,4,82,0,0,NA,0,3,0,0,0,NA,NA,1,0,6,26,0,15
224147,42,71,57,26,NA,137,71,129,60,NA,16,65,354,1538,50,244,36,6,46,3,NA,40,24,23,26,NA,5,22,188,554,11,36,3,3,4,0,NA,6,0,4,1,NA,0,0,6,40,1,11,14,27,20,12,NA,45,25,37,16,NA,4,26,168,550,12,64,3,0,2,0,NA,0,0,2,3,NA,0,0,9,28,2,4,21,41,30,14,NA,82,42,81,38,NA,12,37,158,866,33,157,0,0,1,0,NA,0,0,1,1,NA,0,0,3,12,0,0
224226,17,41,NA,3,NA,28,24,78,9,11,14,36,175,589,42,11,16,3,NA,0,NA,9,16,6,5,6,0,12,96,230,9,3,0,1,NA,0,NA,0,1,2,0,0,0,0,7,15,0,0,10,30,NA,2,NA,19,14,47,5,8,10,22,101,367,30,5,4,0,NA,0,NA,0,0,2,0,1,0,3,14,32,4,0,1,8,NA,0,NA,4,7,24,3,2,4,8,36,132,6,5,1,2,NA,0,NA,2,2,2,1,0,0,1,14,30,1,0
224323,7,9,NA,32,NA,42,NA,28,NA,NA,39,8,60,286,NA,NA,2,1,NA,3,NA,17,NA,7,NA,NA,21,2,35,124,NA,NA,2,1,NA,0,NA,7,NA,1,NA,NA,2,1,4,21,NA,NA,2,6,NA,25,NA,22,NA,16,NA,NA,29,4,34,183,NA,NA,0,0,NA,0,NA,2,NA,0,NA,NA,1,0,0,3,NA,NA,3,1,NA,6,NA,11,NA,9,NA,NA,7,3,20,69,NA,NA,0,1,NA,1,NA,0,NA,0,NA,NA,0,0,0,2,NA,NA
224350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
224527,NA,26,NA,3,3,7,13,15,6,NA,3,7,55,273,17,62,NA,5,NA,0,1,2,9,3,3,NA,2,2,33,111,9,11,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,2,0,1,NA,21,NA,3,1,5,8,12,3,NA,2,5,35,182,12,39,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,1,0,1,NA,4,NA,0,1,2,4,2,2,NA,1,2,14,75,5,20,NA,1,NA,0,1,0,1,1,1,NA,0,0,5,11,0,0
224545,16,27,25,6,18,23,23,40,17,1,11,NA,95,371,5,19,13,2,20,1,4,7,10,4,8,0,1,NA,44,138,3,6,2,0,2,0,0,1,0,0,0,0,0,NA,2,8,0,1,6,16,15,6,8,14,11,23,10,0,5,NA,51,208,2,15,1,0,2,0,0,0,1,0,0,0,0,NA,5,9,0,0,6,10,6,0,8,7,10,15,4,0,6,NA,32,126,2,3,1,1,0,0,0,0,1,0,2,0,0,NA,2,7,0,0
224554,69,125,39,12,192,29,63,63,220,59,10,68,215,1796,0,95,61,6,30,2,65,3,33,10,168,6,3,31,97,700,0,12,6,1,1,0,2,2,0,1,3,0,0,0,12,39,0,2,31,61,17,8,84,12,20,32,93,17,1,32,101,807,0,34,4,0,0,0,2,0,4,1,0,0,0,1,4,23,0,1,21,52,18,4,79,11,30,23,100,39,7,26,78,745,0,53,1,6,0,0,8,0,1,0,8,1,1,3,2,50,0,1
224615,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
224679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
224961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
225070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3
225247,5,16,NA,5,NA,28,32,25,9,7,14,12,51,262,9,26,4,7,NA,1,NA,10,17,3,5,2,11,6,36,123,6,0,0,0,NA,0,NA,0,0,0,0,0,0,0,1,4,1,2,2,13,NA,4,NA,17,15,13,3,3,9,8,27,149,6,13,0,0,NA,0,NA,0,1,0,0,0,0,1,0,5,0,2,2,3,NA,1,NA,10,12,11,5,4,5,3,20,92,2,8,0,0,NA,0,NA,0,0,0,0,0,0,0,2,2,0,0
225308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
225399,7,19,19,6,0,59,45,63,8,NA,5,37,95,533,8,65,5,2,13,2,0,18,17,5,0,NA,0,15,42,179,3,13,2,1,2,0,0,12,5,4,0,NA,1,3,6,50,0,10,1,3,4,5,0,7,7,12,0,NA,1,11,16,111,1,12,0,0,1,0,0,1,1,2,0,NA,0,1,10,21,0,3,4,15,9,1,0,33,30,42,6,NA,1,17,58,313,6,39,0,0,1,0,0,1,0,1,0,NA,1,0,2,9,0,1
225414,97,34,64,16,16,99,60,137,NA,15,75,51,351,1554,32,87,74,3,53,7,10,28,32,22,NA,2,21,14,137,513,13,15,16,0,11,0,0,22,3,5,NA,0,0,3,26,106,1,7,40,8,19,8,9,27,13,35,NA,4,26,21,124,499,12,17,5,0,2,0,0,1,0,2,NA,1,0,1,4,24,0,7,32,25,29,8,2,47,38,88,NA,10,46,22,184,857,18,53,2,0,1,0,5,0,1,1,NA,0,1,1,1,21,0,1
225423,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
225432,116,193,NA,49,14,104,NA,282,229,95,65,21,1057,2901,88,101,89,17,NA,18,3,28,NA,41,83,7,26,5,428,995,22,16,37,7,NA,1,0,13,NA,18,12,5,1,0,103,244,3,11,11,16,NA,11,3,17,NA,38,20,9,10,1,143,389,17,10,11,3,NA,0,0,5,NA,2,4,2,0,0,31,75,2,5,53,166,NA,36,11,63,NA,210,182,73,51,19,748,2093,62,73,2,0,NA,1,0,2,NA,4,1,1,2,0,2,17,1,0
225502,54,46,NA,18,NA,19,19,89,43,NA,12,9,233,766,34,36,46,4,NA,4,NA,5,12,15,16,NA,5,3,71,251,8,4,10,0,NA,1,NA,1,0,7,1,NA,0,0,23,54,2,5,15,13,NA,7,NA,3,9,29,10,NA,4,1,52,226,15,10,2,0,NA,0,NA,0,1,0,0,NA,0,0,4,9,0,1,23,33,NA,9,NA,15,9,49,31,NA,8,8,150,457,16,19,1,0,NA,1,NA,0,0,2,1,NA,0,0,2,8,0,0
225511,802,NA,549,108,34,509,366,718,NA,4,421,246,2279,8124,321,466,590,NA,393,36,10,184,180,144,NA,2,195,86,1130,3705,103,78,315,NA,135,8,4,204,87,131,NA,1,71,27,692,2079,42,146,122,NA,108,42,8,86,73,154,NA,1,95,86,446,1657,65,74,48,NA,38,4,0,16,8,9,NA,0,21,6,102,294,7,3,278,NA,226,49,19,177,183,384,NA,2,214,112,932,3697,186,226,18,NA,14,1,1,14,1,14,NA,0,8,9,38,150,6,5
225575,11,18,0,0,NA,7,25,33,18,NA,4,0,44,165,4,NA,5,3,0,0,NA,3,13,3,4,NA,0,0,17,52,3,NA,2,0,0,0,NA,0,0,0,0,NA,0,0,2,4,0,NA,0,1,0,0,NA,0,2,2,1,NA,0,0,3,9,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,3,3,0,NA,9,17,0,0,NA,7,23,30,16,NA,4,0,35,146,4,NA,0,0,0,0,NA,0,0,1,1,NA,0,0,1,3,0,NA
225627,10,28,10,12,0,87,25,76,39,1,12,72,277,992,26,250,7,2,8,6,0,24,18,11,23,0,4,13,127,337,9,56,0,0,0,0,0,4,1,0,1,0,1,1,4,27,0,13,0,5,1,1,0,15,6,8,5,0,4,12,58,180,4,47,1,1,5,0,0,1,5,3,1,0,0,3,13,44,3,4,9,19,4,10,0,62,10,58,30,1,6,54,188,686,17,175,0,2,0,1,0,1,1,5,0,0,0,1,13,34,2,5
226091,36,NA,175,17,13,41,43,37,78,29,42,51,267,1627,46,215,30,NA,130,3,4,18,17,7,34,1,4,15,106,576,14,17,4,NA,13,0,0,3,2,4,1,1,0,3,21,83,1,17,14,NA,69,13,3,11,19,13,30,6,20,23,116,717,19,89,2,NA,4,0,0,1,1,0,0,0,0,1,5,20,1,1,12,NA,80,2,10,25,19,18,45,21,20,21,120,745,24,103,0,NA,2,0,0,0,0,0,0,0,0,0,1,9,0,1
226134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,71,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,69,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0
226152,NA,155,44,33,NA,125,81,155,166,NA,48,22,242,1362,44,187,NA,9,39,5,NA,38,36,34,76,NA,15,8,119,444,15,27,NA,0,0,0,NA,3,0,0,0,NA,1,0,0,6,0,1,NA,4,0,0,NA,2,2,3,2,NA,1,1,7,37,8,7,NA,2,4,3,NA,5,7,4,4,NA,5,0,15,61,5,3,NA,148,40,30,NA,115,72,148,160,NA,41,21,220,1256,31,175,NA,1,0,0,NA,0,0,0,0,NA,0,0,0,1,0,0
226231,16,13,101,3,NA,5,18,19,NA,4,4,NA,54,397,3,13,9,0,87,0,NA,2,6,4,NA,0,1,NA,29,248,1,2,0,1,1,0,NA,0,0,0,NA,0,0,NA,2,5,0,1,9,9,81,3,NA,5,16,13,NA,2,4,NA,31,280,3,9,4,0,6,0,NA,0,0,0,NA,0,0,NA,4,31,0,0,1,3,4,0,NA,0,0,5,NA,2,0,NA,12,43,0,0,2,0,4,0,NA,0,1,0,NA,0,0,NA,2,16,0,0
226383,5,30,NA,2,12,19,29,17,8,10,0,11,30,288,7,68,2,4,NA,1,4,6,13,6,2,2,0,2,21,100,4,12,0,0,NA,0,0,1,1,0,0,0,0,0,1,3,0,0,3,18,NA,1,8,16,11,9,5,7,0,7,21,183,7,39,0,0,NA,0,0,0,2,0,0,0,0,0,2,4,0,0,2,9,NA,0,3,1,13,5,2,3,0,3,6,82,0,26,0,3,NA,1,1,1,1,1,1,0,0,1,0,11,0,1
226408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
226471,8,51,12,4,33,60,47,46,3,10,3,24,95,598,6,179,4,11,10,0,16,14,27,8,2,2,1,11,53,196,1,26,0,2,0,0,2,0,1,2,0,0,0,0,2,13,0,4,3,38,4,2,18,29,28,21,0,5,1,10,68,349,5,105,2,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,3,9,5,1,11,28,11,20,3,5,2,12,21,195,1,59,0,1,3,0,1,2,3,1,0,0,0,1,1,16,0,3
226587,3,28,0,2,NA,3,16,10,4,NA,8,17,21,161,0,23,1,4,0,1,NA,1,6,3,2,NA,5,8,15,69,0,4,0,0,0,0,NA,0,0,0,0,NA,0,0,0,2,0,0,3,19,0,1,NA,2,4,6,3,NA,4,9,15,88,0,7,0,0,0,0,NA,0,0,0,0,NA,1,0,1,4,0,2,0,8,0,1,NA,1,10,2,1,NA,3,6,4,56,0,14,0,1,0,0,NA,0,0,0,0,NA,0,2,0,5,0,0
226806,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,31,NA,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,NA,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0
226833,23,93,32,5,2,63,1,40,23,17,20,29,121,1016,11,377,20,26,26,1,1,27,1,6,10,0,7,13,66,342,8,62,1,1,2,0,0,2,0,1,2,0,1,1,11,54,0,27,10,55,12,4,1,27,0,20,13,11,12,13,54,473,5,160,5,1,6,0,0,12,0,4,1,1,1,2,9,62,0,12,7,34,9,1,1,21,1,11,6,5,4,13,46,381,6,159,0,0,2,0,0,0,0,0,0,0,1,0,0,14,0,8
227146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
227182,71,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,75,227,NA,70,50,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,48,115,NA,9,7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,14,NA,5,20,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,24,71,NA,19,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,7,NA,1,35,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,47,127,NA,42,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,NA,0
227216,469,315,195,139,365,463,251,647,248,76,253,661,1495,7544,501,271,333,36,158,34,164,156,120,134,95,14,98,227,783,3208,223,53,72,13,21,7,8,57,16,44,9,0,11,49,132,571,25,36,161,169,67,73,154,161,94,252,90,31,112,318,598,3125,244,83,58,1,12,0,5,17,4,7,1,0,10,17,62,265,5,7,152,119,76,50,166,208,119,298,140,42,109,243,623,3151,205,125,14,1,6,0,3,5,6,5,2,0,2,4,16,91,2,5
227304,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,74,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,26,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,45,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
227331,18,16,NA,4,NA,21,30,27,24,60,4,6,33,279,10,11,13,2,NA,1,NA,3,15,5,7,8,2,2,14,83,4,3,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,NA,0,1,1,0,6,0,0,2,18,3,1,0,0,NA,0,NA,0,3,0,1,0,0,0,3,7,0,0,17,14,NA,4,NA,19,25,26,22,51,4,6,27,244,7,9,0,1,NA,0,NA,2,1,0,1,3,0,0,1,10,0,1
227368,186,17,388,141,6,559,258,472,446,81,176,217,570,5006,114,562,152,1,310,24,0,186,120,80,192,8,55,78,275,1805,38,102,2,0,7,0,0,18,3,3,0,0,3,0,3,53,0,12,7,0,6,3,0,11,3,11,5,0,1,4,14,95,5,5,9,0,21,0,0,3,4,2,2,0,6,8,28,100,4,4,168,17,353,137,6,522,246,452,432,80,166,203,520,4719,104,536,0,0,1,0,0,3,2,4,6,1,0,1,5,31,1,4
227526,37,12,115,8,44,63,144,118,89,42,31,18,199,1308,36,198,25,0,86,2,12,9,55,8,22,1,9,12,75,402,15,17,1,0,6,0,0,0,1,0,0,0,1,0,2,16,0,3,0,0,3,1,0,0,1,0,1,0,0,2,2,17,0,3,1,0,5,0,0,0,0,2,0,0,0,0,3,14,0,2,34,12,98,7,44,61,138,112,85,42,30,16,186,1227,33,187,1,0,1,0,0,1,1,2,0,0,0,0,1,9,1,1
227757,163,NA,186,14,NA,174,24,38,NA,25,88,43,53,1069,NA,26,119,NA,119,0,NA,73,16,3,NA,7,53,14,43,570,NA,5,57,NA,41,3,NA,85,3,16,NA,11,21,8,12,328,NA,12,51,NA,67,8,NA,30,9,8,NA,8,27,21,26,332,NA,2,26,NA,17,0,NA,8,5,0,NA,0,15,2,3,123,NA,0,24,NA,45,2,NA,40,6,10,NA,4,19,6,9,215,NA,9,1,NA,4,0,NA,4,0,1,NA,0,3,2,0,18,NA,2
227845,23,1,NA,20,1,64,27,85,31,21,40,63,136,616,52,0,19,0,NA,6,0,13,14,14,8,4,15,21,80,227,14,0,4,0,NA,0,0,2,0,3,0,0,0,0,7,17,0,0,4,0,NA,13,0,14,7,35,4,8,14,30,36,213,22,0,2,1,NA,0,0,1,1,0,1,0,2,2,13,28,4,0,10,0,NA,7,0,46,19,41,26,11,23,30,76,337,24,0,0,0,NA,0,0,0,0,1,0,0,0,1,0,3,1,0
227854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227863,15,0,12,1,23,47,NA,46,4,NA,26,14,93,609,7,297,9,0,5,0,5,14,NA,7,2,NA,7,3,44,167,1,55,2,0,2,0,1,15,NA,4,2,NA,1,0,5,82,0,48,4,0,1,1,5,7,NA,12,0,NA,5,5,26,134,2,59,2,0,1,0,1,3,NA,4,0,NA,2,1,6,25,0,4,7,0,8,0,16,21,NA,24,2,NA,17,8,53,336,5,163,0,0,0,0,0,0,NA,0,0,NA,1,0,0,19,0,17
227881,58,320,NA,38,41,142,141,329,824,NA,85,187,673,4048,208,410,43,31,NA,5,19,39,77,49,259,NA,33,62,342,1380,95,39,2,7,NA,0,1,6,2,4,15,NA,1,3,14,86,4,19,31,194,NA,19,23,56,49,161,335,NA,36,89,366,1983,99,177,1,0,NA,0,0,1,3,1,0,NA,1,2,10,43,2,6,20,101,NA,18,13,70,76,151,434,NA,43,79,241,1717,84,192,3,11,NA,1,1,2,3,4,21,NA,1,3,21,99,8,8
227924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
227979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
